url_id,url,positive_score,negative_score,polarity_score,subjectivity_score,avg_sentence_length,percentage_complex_words,fog_index,avg_words_per_sentence,complex_word_count,syllable_per_word,personal_pronouns,average_word_length
url136,https://www.cnn.com/2024/07/24/europe/russia-moscow-troops-signing-bonus-intl-hnk/index.html,7,21,-0.49999998214285774,0.10035842257936049,279.0,0.996415770609319,111.99856630824372,279.0,278,6.78494623655914,1,6.78494623655914
url139,https://www.cnn.com/2024/07/24/australia/newzealand-abuse-care-inquriy-intl-hnk/index.html,10,28,-0.4736841980609422,0.1501976278648315,253.0,0.9960474308300395,101.59841897233201,253.0,252,7.1146245059288535,5,7.1146245059288535
url140,https://www.cnn.com/2024/07/24/australia/newzealand-abuse-care-inquriy-intl-hnk/index.html,10,28,-0.4736841980609422,0.1501976278648315,253.0,0.9960474308300395,101.59841897233201,253.0,252,7.1146245059288535,5,7.1146245059288535
url141,https://www.cnn.com/2024/07/23/asia/south-china-sea-deal-explainer-intl-hnk/index.html,20,30,-0.1999999960000001,0.08183306042253181,611.0,0.9934533551554828,244.79738134206218,611.0,607,6.6644844517184945,11,6.6644844517184945
url142,https://www.cnn.com/2024/07/23/asia/south-china-sea-deal-explainer-intl-hnk/index.html,20,30,-0.1999999960000001,0.08183306042253181,611.0,0.9934533551554828,244.79738134206218,611.0,607,6.6644844517184945,11,6.6644844517184945
url145,https://www.cnn.com/2024/07/22/style/bond-tower-tirana-albania/index.html,14,9,0.21739129489603065,0.07467532443287232,308.0,1.0,123.60000000000001,308.0,308,6.6980519480519485,3,6.6980519480519485
url146,https://www.cnn.com/2024/07/22/style/bond-tower-tirana-albania/index.html,14,9,0.21739129489603065,0.07467532443287232,308.0,1.0,123.60000000000001,308.0,308,6.6980519480519485,3,6.6980519480519485
url147,https://www.cnn.com/2024/07/19/style/skywalkers-rooftopping-documentary-culture-queue/index.html,32,42,-0.1351351333089847,0.12271973445651785,603.0,0.9950248756218906,241.59800995024875,603.0,600,6.7645107794361525,6,6.7645107794361525
url148,https://www.cnn.com/2024/07/18/style/rome-ancient-papal-palace/index.html,10,2,0.6666666111111158,0.0674157299583386,178.0,0.9775280898876404,71.59101123595507,178.0,174,7.185393258426966,0,7.185393258426966
url149,https://www.cnn.com/2024/07/17/style/rajesh-vora-punjab-architecture-snap/index.html,21,13,0.23529411072664383,0.0837438421582664,406.0,0.9926108374384236,162.79704433497537,406.0,403,6.6600985221674875,2,6.6600985221674875
url150,https://www.cnn.com/2024/07/25/sport/tom-aspinall-ufc304-profile-spt-intl/index.html,28,21,0.14285713994169102,0.08844765326995009,554.0,0.9909747292418772,221.99638989169677,554.0,549,6.26173285198556,34,6.26173285198556
url151,https://www.cnn.com/2024/07/25/sport/tom-aspinall-ufc304-profile-spt-intl/index.html,28,21,0.14285713994169102,0.08844765326995009,554.0,0.9909747292418772,221.99638989169677,554.0,549,6.26173285198556,34,6.26173285198556
url152,https://www.cnn.com/2024/07/23/tech/trump-taiwan-tsmc-chips-industry-hnk-intl/index.html,34,13,0.44680850113173404,0.099576270975474,472.0,1.0,189.20000000000002,472.0,472,7.029661016949152,18,7.029661016949152
url153,https://www.cnn.com/2024/07/23/tech/trump-taiwan-tsmc-chips-industry-hnk-intl/index.html,34,13,0.44680850113173404,0.099576270975474,472.0,1.0,189.20000000000002,472.0,472,7.029661016949152,18,7.029661016949152
url154,https://www.cnn.com/2024/07/23/tech/wiz-google-cybersecurity-deal-off/index.html,7,13,-0.29999998500000075,0.10101010049994899,198.0,1.0,79.60000000000001,198.0,198,6.53030303030303,6,6.53030303030303
url155,https://www.cnn.com/2024/07/23/tech/wiz-google-cybersecurity-deal-off/index.html,7,13,-0.29999998500000075,0.10101010049994899,198.0,1.0,79.60000000000001,198.0,198,6.53030303030303,6,6.53030303030303
url156,https://www.cnn.com/2024/07/21/tech/how-ai-helps-companies-set-prices/index.html,21,6,0.5555555349794246,0.054766734168830156,493.0,0.9837728194726166,197.59350912778905,493.0,485,6.906693711967546,11,6.906693711967546
url157,https://www.cnn.com/2024/07/21/tech/how-ai-helps-companies-set-prices/index.html,21,6,0.5555555349794246,0.054766734168830156,493.0,0.9837728194726166,197.59350912778905,493.0,485,6.906693711967546,11,6.906693711967546
url158,https://www.cnn.com/2024/07/26/us/california-park-fire-oregon-durkee-jasper/index.html,31,58,-0.30337078310819343,0.09569892462828072,930.0,0.9946236559139785,372.3978494623656,930.0,925,6.495698924731183,5,6.495698924731183
url159,https://www.cnn.com/2024/07/26/us/california-park-fire-oregon-durkee-jasper/index.html,31,58,-0.30337078310819343,0.09569892462828072,930.0,0.9946236559139785,372.3978494623656,930.0,925,6.495698924731183,5,6.495698924731183
url160,https://www.cnn.com/2024/07/26/us/virginia-boy-charged-swatting-calls/index.html,2,12,-0.7142856632653098,0.09395973091302194,149.0,0.9932885906040269,59.99731543624162,149.0,148,6.604026845637584,2,6.604026845637584
url161,https://www.cnn.com/2024/07/26/us/5-things-to-know-for-july-26-olympics-presidential-debate-cartel-leaders-homeless-encampments-artificial-intelligence/index.html,36,25,0.1803278658962645,0.0950155761759882,642.0,0.9875389408099688,257.195015576324,642.0,634,6.498442367601246,4,6.498442367601246
url162,https://www.cnn.com/2024/07/26/us/california-homeless-encampments-gavin-newsom-order/index.html,38,29,0.1343283562040544,0.08101571936999308,827.0,1.0,331.20000000000005,827.0,827,7.0435308343409915,6,7.0435308343409915
url163,https://www.cnn.com/2024/07/25/us/sinoloa-cartel-ismael-zambada-custody-report/index.html,22,49,-0.38028168478476504,0.0724489795179092,980.0,0.9785714285714285,392.3914285714286,980.0,959,6.645918367346939,24,6.645918367346939
url164,https://www.cnn.com/2024/07/25/us/durkee-fire-oregon/index.html,15,42,-0.47368420221606666,0.08715596316948629,654.0,0.9923547400611621,261.99694189602445,654.0,649,6.446483180428134,5,6.446483180428134
url165,https://www.cnn.com/2024/07/25/us/missouri-lawsuits-allege-abuse-priests-nuns/index.html,1,22,-0.9130434385633287,0.11111111057434246,207.0,0.9903381642512077,83.19613526570049,207.0,205,6.830917874396135,3,6.830917874396135
url166,https://www.cnn.com/2024/07/25/us/gavin-newsom-executive-order-homeless-encampments/index.html,26,19,0.1555555520987655,0.08078994599499112,557.0,0.9982046678635548,223.19928186714543,557.0,556,6.921005385996409,4,6.921005385996409
url167,https://www.cnn.com/2024/07/25/us/andrew-tate-florida-lawsuit/index.html,19,44,-0.3968253905265811,0.13907284737511513,453.0,0.9955849889624724,181.59823399558502,453.0,451,6.942604856512141,5,6.942604856512141
url168,https://www.cnn.com/2024/07/25/us/andrew-tate-florida-lawsuit/index.html,19,44,-0.3968253905265811,0.13907284737511513,453.0,0.9955849889624724,181.59823399558502,453.0,451,6.942604856512141,5,6.942604856512141
url169,https://www.cnn.com/2024/07/24/us/mayor-karen-bass-home-break-in-defendant-plea-deal/index.html,5,13,-0.4444444197530878,0.09230769183431953,195.0,0.9948717948717949,78.39794871794872,195.0,194,6.076923076923077,0,6.076923076923077
url170,https://www.cnn.com/2024/07/24/us/missouri-christopher-dunn-released/index.html,26,34,-0.13333333111111115,0.11363636342114325,528.0,0.9924242424242424,211.59696969696972,528.0,524,6.503787878787879,3,6.503787878787879
url171,https://www.cnn.com/2024/07/24/us/5-things-pm-july-24-trnd/index.html,15,23,-0.21052631024930765,0.10704225321959929,355.0,0.9859154929577465,142.3943661971831,355.0,350,6.323943661971831,5,6.323943661971831
url172,https://www.cnn.com/2024/07/24/us/sean-grayson-illinois-police-officer-shooting-sonya-massey/index.html,17,51,-0.49999999264705897,0.08542713557107144,796.0,0.9949748743718593,318.7979899497488,796.0,792,6.409547738693467,19,6.409547738693467
url173,https://www.cnn.com/2024/07/24/us/salman-rushdie-stabbing-suspect-terrorism-charges/index.html,11,23,-0.35294116608996573,0.12454212408592628,273.0,1.0,109.60000000000001,273.0,273,6.95970695970696,2,6.95970695970696
url174,https://www.cnn.com/2024/07/24/us/michigan-atv-trump-signs/index.html,10,25,-0.428571416326531,0.13461538409763313,260.0,0.9961538461538462,104.39846153846155,260.0,259,6.411538461538462,1,6.411538461538462
url183,https://www.cnn.com/2024/07/26/politics/fbi-trump-interview-assassination-attempt/index.html,20,30,-0.1999999960000001,0.15974440843532137,313.0,1.0,125.60000000000001,313.0,313,6.987220447284345,5,6.987220447284345
url184,https://www.cnn.com/2024/07/26/politics/fbi-trump-interview-assassination-attempt/index.html,20,30,-0.1999999960000001,0.15974440843532137,313.0,1.0,125.60000000000001,313.0,313,6.987220447284345,5,6.987220447284345
url185,https://www.cnn.com/2024/07/26/politics/martin-indyk-former-ambassador-to-israel-dies/index.html,8,12,-0.1999999900000005,0.12903225723204995,155.0,0.9935483870967742,62.39741935483872,155.0,154,6.7290322580645165,4,6.7290322580645165
url186,https://www.cnn.com/2024/07/26/politics/trump-netanyahu-meeting-mar-a-lago/index.html,79,36,0.37391304022684313,0.14197530846669715,810.0,0.9950617283950617,324.39802469135805,810.0,806,6.654320987654321,13,6.654320987654321
url187,https://www.cnn.com/2024/07/25/politics/harris-netanyahu-israel-hamas-ceasefire/index.html,22,46,-0.3529411712802769,0.12164579584678749,559.0,0.9964221824686941,223.99856887298748,559.0,557,6.72093023255814,19,6.72093023255814
url188,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html,19,29,-0.20833332899305565,0.10126582257116915,474.0,0.9936708860759493,189.9974683544304,474.0,471,6.5210970464135025,12,6.5210970464135025
url189,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html,19,29,-0.20833332899305565,0.10126582257116915,474.0,0.9936708860759493,189.9974683544304,474.0,471,6.5210970464135025,12,6.5210970464135025
url190,https://www.cnn.com/2024/07/26/investing/man-group-robyn-grew-ai/index.html,12,6,0.3333333148148158,0.09137055791182458,197.0,0.9796954314720813,79.19187817258884,197.0,193,6.304568527918781,3,6.304568527918781
url191,https://www.cnn.com/2024/07/26/economy/olympics-economics-paris-2024/index.html,28,39,-0.1641791020271776,0.07718894000323855,868.0,0.9907834101382489,347.5963133640553,868.0,860,6.785714285714286,11,6.785714285714286
url192,https://www.cnn.com/2024/07/26/business/lvmh-luxury-firms-china-slowdown/index.html,20,20,0.0,0.11940298471820004,335.0,1.0,134.4,335.0,335,6.534328358208955,0,6.534328358208955
url193,https://www.cnn.com/2024/07/26/business/trump-crypto-bitcoin/index.html,26,13,0.33333332478632505,0.11079545423069473,352.0,0.9971590909090909,141.19886363636363,352.0,351,6.559659090909091,2,6.559659090909091
url194,https://www.cnn.com/2024/07/25/us/texas-abortion-lawsuit-proceed-lizelle-gonzalez/index.html,3,16,-0.684210490304711,0.08520179333990227,223.0,0.9955156950672646,89.59820627802691,223.0,222,6.7309417040358746,1,6.7309417040358746
url195,https://www.cnn.com/2024/07/25/us/texas-abortion-lawsuit-proceed-lizelle-gonzalez/index.html,3,16,-0.684210490304711,0.08520179333990227,223.0,0.9955156950672646,89.59820627802691,223.0,222,6.7309417040358746,1,6.7309417040358746
url196,https://www.cnn.com/2024/07/25/us/death-valley-tourist-burned-feet/index.html,4,24,-0.7142856887755111,0.11290322535119668,248.0,1.0,99.60000000000001,248.0,248,6.314516129032258,0,6.314516129032258
url197,https://www.cnn.com/2024/07/25/us/death-valley-tourist-burned-feet/index.html,4,24,-0.7142856887755111,0.11290322535119668,248.0,1.0,99.60000000000001,248.0,248,6.314516129032258,0,6.314516129032258
url198,https://www.cnn.com/2024/07/25/us/andrew-tate-florida-lawsuit/index.html,19,44,-0.3968253905265811,0.13907284737511513,453.0,0.9955849889624724,181.59823399558502,453.0,451,6.942604856512141,5,6.942604856512141
url199,https://www.cnn.com/2024/07/25/us/andrew-tate-florida-lawsuit/index.html,19,44,-0.3968253905265811,0.13907284737511513,453.0,0.9955849889624724,181.59823399558502,453.0,451,6.942604856512141,5,6.942604856512141
url200,https://www.cnn.com/2024/07/24/us/mayor-karen-bass-home-break-in-defendant-plea-deal/index.html,5,13,-0.4444444197530878,0.09230769183431953,195.0,0.9948717948717949,78.39794871794872,195.0,194,6.076923076923077,0,6.076923076923077
url201,https://www.cnn.com/2024/07/24/us/mayor-karen-bass-home-break-in-defendant-plea-deal/index.html,5,13,-0.4444444197530878,0.09230769183431953,195.0,0.9948717948717949,78.39794871794872,195.0,194,6.076923076923077,0,6.076923076923077
url202,https://www.cnn.com/2024/07/24/us/missouri-christopher-dunn-released/index.html,26,34,-0.13333333111111115,0.11363636342114325,528.0,0.9924242424242424,211.59696969696972,528.0,524,6.503787878787879,3,6.503787878787879
url203,https://www.cnn.com/2024/07/24/us/missouri-christopher-dunn-released/index.html,26,34,-0.13333333111111115,0.11363636342114325,528.0,0.9924242424242424,211.59696969696972,528.0,524,6.503787878787879,3,6.503787878787879
url204,https://www.cnn.com/2024/07/24/us/5-things-pm-july-24-trnd/index.html,15,23,-0.21052631024930765,0.10704225321959929,355.0,0.9859154929577465,142.3943661971831,355.0,350,6.323943661971831,5,6.323943661971831
url205,https://www.cnn.com/2024/07/24/us/5-things-pm-july-24-trnd/index.html,15,23,-0.21052631024930765,0.10704225321959929,355.0,0.9859154929577465,142.3943661971831,355.0,350,6.323943661971831,5,6.323943661971831
url206,https://www.cnn.com/2024/07/24/us/sean-grayson-illinois-police-officer-shooting-sonya-massey/index.html,17,51,-0.49999999264705897,0.08542713557107144,796.0,0.9949748743718593,318.7979899497488,796.0,792,6.409547738693467,19,6.409547738693467
url207,https://www.cnn.com/2024/07/24/us/sean-grayson-illinois-police-officer-shooting-sonya-massey/index.html,17,51,-0.49999999264705897,0.08542713557107144,796.0,0.9949748743718593,318.7979899497488,796.0,792,6.409547738693467,19,6.409547738693467
url208,https://www.cnn.com/2024/07/24/us/salman-rushdie-stabbing-suspect-terrorism-charges/index.html,11,23,-0.35294116608996573,0.12454212408592628,273.0,1.0,109.60000000000001,273.0,273,6.95970695970696,2,6.95970695970696
url209,https://www.cnn.com/2024/07/24/us/salman-rushdie-stabbing-suspect-terrorism-charges/index.html,11,23,-0.35294116608996573,0.12454212408592628,273.0,1.0,109.60000000000001,273.0,273,6.95970695970696,2,6.95970695970696
url210,https://www.cnn.com/2024/07/24/us/michigan-atv-trump-signs/index.html,10,25,-0.428571416326531,0.13461538409763313,260.0,0.9961538461538462,104.39846153846155,260.0,259,6.411538461538462,1,6.411538461538462
url211,https://www.cnn.com/2024/07/24/us/michigan-atv-trump-signs/index.html,10,25,-0.428571416326531,0.13461538409763313,260.0,0.9961538461538462,104.39846153846155,260.0,259,6.411538461538462,1,6.411538461538462
url212,https://www.cnn.com/2024/05/30/us/kohberger-idaho-killings-pretrial-hearings/index.html,18,32,-0.2799999944000001,0.06784260506398561,737.0,0.9959294436906377,295.19837177747627,737.0,734,6.655359565807327,2,6.655359565807327
url213,https://www.cnn.com/2024/05/30/us/kohberger-idaho-killings-pretrial-hearings/index.html,18,32,-0.2799999944000001,0.06784260506398561,737.0,0.9959294436906377,295.19837177747627,737.0,734,6.655359565807327,2,6.655359565807327
url216,https://www.cnn.com/2024/07/23/us/sonya-massey-police-shooting-what-went-wrong/index.html,18,79,-0.6288659728982889,0.10407725310721325,932.0,0.9935622317596566,373.1974248927039,932.0,926,6.562231759656652,18,6.562231759656652
url217,https://www.cnn.com/2024/07/23/us/sonya-massey-police-shooting-what-went-wrong/index.html,18,79,-0.6288659728982889,0.10407725310721325,932.0,0.9935622317596566,373.1974248927039,932.0,926,6.562231759656652,18,6.562231759656652
url218,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html,19,29,-0.20833332899305565,0.10126582257116915,474.0,0.9936708860759493,189.9974683544304,474.0,471,6.5210970464135025,12,6.5210970464135025
url219,https://www.cnn.com/2024/07/26/investing/man-group-robyn-grew-ai/index.html,12,6,0.3333333148148158,0.09137055791182458,197.0,0.9796954314720813,79.19187817258884,197.0,193,6.304568527918781,3,6.304568527918781
url220,https://www.cnn.com/2024/07/26/economy/olympics-economics-paris-2024/index.html,28,39,-0.1641791020271776,0.07718894000323855,868.0,0.9907834101382489,347.5963133640553,868.0,860,6.785714285714286,11,6.785714285714286
url221,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html,19,29,-0.20833332899305565,0.10126582257116915,474.0,0.9936708860759493,189.9974683544304,474.0,471,6.5210970464135025,12,6.5210970464135025
url222,https://www.cnn.com/2024/07/26/economy/us-pce-inflation-consumer-spending-june/index.html,19,29,-0.20833332899305565,0.10126582257116915,474.0,0.9936708860759493,189.9974683544304,474.0,471,6.5210970464135025,12,6.5210970464135025
url223,https://www.cnn.com/2024/07/26/investing/man-group-robyn-grew-ai/index.html,12,6,0.3333333148148158,0.09137055791182458,197.0,0.9796954314720813,79.19187817258884,197.0,193,6.304568527918781,3,6.304568527918781
url224,https://www.cnn.com/2024/07/26/investing/man-group-robyn-grew-ai/index.html,12,6,0.3333333148148158,0.09137055791182458,197.0,0.9796954314720813,79.19187817258884,197.0,193,6.304568527918781,3,6.304568527918781
url225,https://www.cnn.com/2024/07/26/economy/olympics-economics-paris-2024/index.html,28,39,-0.1641791020271776,0.07718894000323855,868.0,0.9907834101382489,347.5963133640553,868.0,860,6.785714285714286,11,6.785714285714286
url226,https://www.cnn.com/2024/07/26/economy/olympics-economics-paris-2024/index.html,28,39,-0.1641791020271776,0.07718894000323855,868.0,0.9907834101382489,347.5963133640553,868.0,860,6.785714285714286,11,6.785714285714286
url227,https://www.cnn.com/2024/07/26/business/lvmh-luxury-firms-china-slowdown/index.html,20,20,0.0,0.11940298471820004,335.0,1.0,134.4,335.0,335,6.534328358208955,0,6.534328358208955
url228,https://www.cnn.com/2024/07/26/business/lvmh-luxury-firms-china-slowdown/index.html,20,20,0.0,0.11940298471820004,335.0,1.0,134.4,335.0,335,6.534328358208955,0,6.534328358208955
url229,https://www.cnn.com/2024/07/26/business/trump-crypto-bitcoin/index.html,26,13,0.33333332478632505,0.11079545423069473,352.0,0.9971590909090909,141.19886363636363,352.0,351,6.559659090909091,2,6.559659090909091
url230,https://www.cnn.com/2024/07/26/business/trump-crypto-bitcoin/index.html,26,13,0.33333332478632505,0.11079545423069473,352.0,0.9971590909090909,141.19886363636363,352.0,351,6.559659090909091,2,6.559659090909091
url231,https://www.cnn.com/2024/07/26/business/russia-china-hong-kong-ukraine-sanctions-kuleba-hnk-intl/index.html,14,15,-0.034482757431629055,0.08357348679085451,347.0,0.9942363112391931,139.1976945244957,347.0,345,6.726224783861672,3,6.726224783861672
url232,https://www.cnn.com/2024/07/26/business/russia-china-hong-kong-ukraine-sanctions-kuleba-hnk-intl/index.html,14,15,-0.034482757431629055,0.08357348679085451,347.0,0.9942363112391931,139.1976945244957,347.0,345,6.726224783861672,3,6.726224783861672
url233,https://www.cnn.com/2024/07/26/business/reid-hoffman-kamala-harris-ftc-khan/index.html,44,26,0.2571428534693878,0.12259194374327155,571.0,0.989492119089317,228.79579684763573,571.0,565,6.453590192644484,11,6.453590192644484
url234,https://www.cnn.com/2024/07/26/business/reid-hoffman-kamala-harris-ftc-khan/index.html,44,26,0.2571428534693878,0.12259194374327155,571.0,0.989492119089317,228.79579684763573,571.0,565,6.453590192644484,11,6.453590192644484
url235,https://www.cnn.com/2024/07/26/business/more-starter-homes-cost-one-million-dollars/index.html,6,16,-0.4545454338842984,0.06303724910304513,349.0,1.0,140.0,349.0,349,6.426934097421204,9,6.426934097421204
url236,https://www.cnn.com/2024/07/26/business/more-starter-homes-cost-one-million-dollars/index.html,6,16,-0.4545454338842984,0.06303724910304513,349.0,1.0,140.0,349.0,349,6.426934097421204,9,6.426934097421204
url237,https://www.cnn.com/2024/07/25/media/sag-aftra-video-game-performers-strike/index.html,9,12,-0.14285713605442207,0.11351351289992696,185.0,0.972972972972973,74.3891891891892,185.0,180,7.227027027027027,4,7.227027027027027
url238,https://www.cnn.com/2024/07/25/media/sag-aftra-video-game-performers-strike/index.html,9,12,-0.14285713605442207,0.11351351289992696,185.0,0.972972972972973,74.3891891891892,185.0,180,7.227027027027027,4,7.227027027027027
url239,https://www.cnn.com/2024/07/26/business/ohio-restaurant-boneless-wings-lawsuit/index.html,9,13,-0.18181817355371938,0.09053497905129639,243.0,1.0,97.60000000000001,243.0,243,6.460905349794238,0,6.460905349794238
url240,https://www.cnn.com/2024/07/26/business/ohio-restaurant-boneless-wings-lawsuit/index.html,9,13,-0.18181817355371938,0.09053497905129639,243.0,1.0,97.60000000000001,243.0,243,6.460905349794238,0,6.460905349794238
url241,https://www.cnn.com/2024/07/25/tech/openai-artificial-intelligence-ai-search-engine/index.html,5,13,-0.4444444197530878,0.0599999998,300.0,0.97,120.38800000000002,300.0,291,6.54,1,6.54
url242,https://www.cnn.com/2024/07/25/media/british-tabloid-battle-royal-family-prince-harry/index.html,7,7,0.0,0.06829268259369423,205.0,0.9902439024390244,82.39609756097562,205.0,203,6.658536585365853,5,6.658536585365853
url243,https://www.cnn.com/2024/07/25/business/passengers-delta-meltdown-stories/index.html,14,39,-0.47169810430758297,0.09833024100495318,539.0,0.9907235621521335,215.99628942486083,539.0,534,6.4935064935064934,15,6.4935064935064934
url244,https://www.cnn.com/2024/07/25/tech/kamala-harris-tech-industry-support/index.html,31,16,0.31914892937981004,0.11576354651289766,406.0,0.9950738916256158,162.79802955665025,406.0,404,6.54679802955665,6,6.54679802955665
url245,https://www.cnn.com/2024/07/25/tech/elon-musk-daughter-vivian-jenna-wilson-criticizes-posts/index.html,10,16,-0.23076922189349144,0.10569105648093066,246.0,1.0,98.80000000000001,246.0,246,6.605691056910569,12,6.605691056910569
url246,https://www.cnn.com/2024/07/25/business/california-supreme-court-uber-lyft-drivers-independent-contractors/index.html,16,9,0.27999998880000043,0.09765624961853027,256.0,1.0,102.80000000000001,256.0,256,7.0546875,0,7.0546875
url247,https://www.cnn.com/2024/07/25/media/gateway-pundit-bankruptcy-tossed-election-defamation/index.html,23,39,-0.25806451196670144,0.13276231234954536,467.0,1.0,187.20000000000002,467.0,467,6.749464668094219,2,6.749464668094219
url248,https://www.cnn.com/2024/07/25/economy/us-economy-gdp-second-quarter/index.html,31,19,0.23999999520000012,0.10729613710880657,466.0,0.9978540772532188,186.79914163090132,466.0,465,6.5,14,6.5
url249,https://www.cnn.com/2024/07/25/economy/takeaways-gdp-economy/index.html,16,11,0.18518517832647488,0.07356948208836653,367.0,1.0,147.20000000000002,367.0,367,6.88283378746594,3,6.88283378746594
url250,https://www.cnn.com/2024/07/25/investing/southwest-airlines-assigned-seats/index.html,17,43,-0.43333332611111125,0.09389671346808026,639.0,1.0,256.0,639.0,639,6.735524256651018,3,6.735524256651018
url251,https://www.cnn.com/2024/07/24/business/boeing-doj-plea-deal/index.html,11,24,-0.37142856081632686,0.17156862660995773,204.0,1.0,82.0,204.0,204,6.495098039215686,4,6.495098039215686
url252,https://www.cnn.com/2024/07/25/economy/wealth-tax-super-rich-oxfam-report/index.html,9,13,-0.18181817355371938,0.12429378460850969,177.0,0.9943502824858758,71.19774011299435,177.0,176,6.68361581920904,0,6.68361581920904
url253,https://www.cnn.com/2024/07/25/business/disney-hulu-and-max-launch-streaming-bundle-at-up-to-38-discount/index.html,8,4,0.3333333055555579,0.04819277089079208,249.0,0.9839357429718876,99.99357429718876,249.0,245,6.373493975903615,4,6.373493975903615
url262,https://www.cnn.com/2024/07/23/business/crowdstrike-tech-nightcap/index.html,15,43,-0.48275861236623085,0.12581344875094697,461.0,0.9913232104121475,184.79652928416488,461.0,457,6.8806941431670285,17,6.8806941431670285
url263,https://www.cnn.com/2024/07/23/business/crowdstrike-tech-nightcap/index.html,15,43,-0.48275861236623085,0.12581344875094697,461.0,0.9913232104121475,184.79652928416488,461.0,457,6.8806941431670285,17,6.8806941431670285
url264,https://www.cnn.com/2024/07/23/business/overstock-website-relaunch/index.html,9,13,-0.18181817355371938,0.10837438370258924,203.0,1.0,81.60000000000001,203.0,203,6.4236453201970445,0,6.4236453201970445
url265,https://www.cnn.com/2024/07/23/business/china-retirement-age-backlash-intl-hnk/index.html,16,30,-0.3043478194706996,0.10926365769771103,421.0,0.995249406175772,168.79809976247031,421.0,419,6.755344418052257,1,6.755344418052257
url266,https://www.cnn.com/2024/07/22/business/misinformation-kamala-harris/index.html,11,22,-0.33333332323232356,0.09705882324394464,340.0,0.9970588235294118,136.39882352941177,340.0,339,6.767647058823529,3,6.767647058823529
url267,https://www.cnn.com/2024/07/22/business/misinformation-kamala-harris/index.html,11,22,-0.33333332323232356,0.09705882324394464,340.0,0.9970588235294118,136.39882352941177,340.0,339,6.767647058823529,3,6.767647058823529
url268,https://www.cnn.com/2024/07/22/investing/global-markets-rise-in-bidens-wake/index.html,27,21,0.1249999973958334,0.16494845304141426,291.0,1.0,116.80000000000001,291.0,291,6.573883161512027,8,6.573883161512027
url269,https://www.cnn.com/2024/07/22/tech/hackers-crowdstrike-outage-scams/index.html,21,67,-0.5227272667871902,0.17054263532840575,516.0,0.9961240310077519,206.79844961240312,516.0,514,7.436046511627907,4,7.436046511627907
url270,https://www.cnn.com/2024/07/22/media/us-russian-journalist-sentenced-to-6-5-years-in-jail-after-swift-secret-trial-in-russia/index.html,10,17,-0.2592592496570648,0.10112359512687792,267.0,0.9962546816479401,107.19850187265918,267.0,266,6.898876404494382,17,6.898876404494382
url281,https://www.cnn.com/2024/06/17/success/how-to-find-good-affordable-colleges/index.html,43,19,0.38709676795005216,0.1008130079661577,615.0,0.9886178861788618,246.39544715447155,615.0,608,6.331707317073171,4,6.331707317073171
url282,https://www.cnn.com/2024/06/17/success/how-to-find-good-affordable-colleges/index.html,43,19,0.38709676795005216,0.1008130079661577,615.0,0.9886178861788618,246.39544715447155,615.0,608,6.331707317073171,4,6.331707317073171
url283,https://www.cnn.com/2024/06/13/success/gallup-workers-economy-lonely-unhappy/index.html,28,23,0.09803921376393698,0.16504854315518272,309.0,1.0,124.0,309.0,309,6.844660194174757,1,6.844660194174757
url284,https://www.cnn.com/2024/06/13/success/gallup-workers-economy-lonely-unhappy/index.html,28,23,0.09803921376393698,0.16504854315518272,309.0,1.0,124.0,309.0,309,6.844660194174757,1,6.844660194174757
url285,https://www.cnn.com/2024/06/12/success/saving-under-high-interest-rates/index.html,34,10,0.5454545330578515,0.07732864661277918,569.0,0.9824253075571178,227.99297012302287,569.0,559,6.191564147627417,3,6.191564147627417
url286,https://www.cnn.com/2024/06/12/success/saving-under-high-interest-rates/index.html,34,10,0.5454545330578515,0.07732864661277918,569.0,0.9824253075571178,227.99297012302287,569.0,559,6.191564147627417,3,6.191564147627417
url287,https://www.cnn.com/2024/06/01/success/buying-house-in-retirement-mortgage/index.html,25,27,-0.03846153772189351,0.0952380950636665,546.0,0.9963369963369964,218.79853479853483,546.0,544,6.230769230769231,1,6.230769230769231
url288,https://www.cnn.com/2024/06/01/success/buying-house-in-retirement-mortgage/index.html,25,27,-0.03846153772189351,0.0952380950636665,546.0,0.9963369963369964,218.79853479853483,546.0,544,6.230769230769231,1,6.230769230769231
url289,https://www.cnn.com/2024/06/26/tech/al-michaels-ai-olympics/index.html,13,2,0.7333332844444478,0.0862068960562822,174.0,0.9655172413793104,69.98620689655172,174.0,168,6.7298850574712645,5,6.7298850574712645
url290,https://www.cnn.com/2024/06/26/tech/al-michaels-ai-olympics/index.html,13,2,0.7333332844444478,0.0862068960562822,174.0,0.9655172413793104,69.98620689655172,174.0,168,6.7298850574712645,5,6.7298850574712645
url291,https://www.cnn.com/2024/07/03/tech/google-ai-greenhouse-gas-emissions-environmental-impact/index.html,13,10,0.1304347769376184,0.06804733707678302,338.0,0.9437869822485208,135.57751479289942,338.0,319,6.653846153846154,3,6.653846153846154
